Date,Open,High,Low,Close,Adj Close,Volume
2021-05-11,39.680000,40.070000,39.230000,39.349998,38.996799,30568600
2021-05-12,39.439999,39.919998,39.310001,39.689999,39.333748,26208600
2021-05-13,39.500000,40.279999,39.500000,40.099998,39.740067,25415000
2021-05-14,40.240002,40.320000,39.919998,40.020000,39.660786,18041100
2021-05-17,40.070000,40.400002,40.009998,40.110001,39.749977,18095000
2021-05-18,40.180000,40.349998,39.830002,40.049999,39.690517,15805500
2021-05-19,39.900002,39.900002,39.430000,39.830002,39.472492,20209500
2021-05-20,39.730000,40.250000,39.720001,40.119999,39.759888,18621100
2021-05-21,40.209999,40.599998,39.910000,39.950001,39.591415,21144800
2021-05-24,40.080002,40.139999,39.779999,39.810001,39.452671,16922300
2021-05-25,39.820000,39.860001,39.240002,39.330002,38.976982,25916300
2021-05-26,39.290001,39.299999,38.779999,38.919998,38.570656,28036500
2021-05-27,38.970001,39.180000,38.599998,38.650002,38.303085,38471200
2021-05-28,38.750000,39.020000,38.680000,38.730000,38.382366,16154100
2021-06-01,38.939999,39.000000,38.480000,38.500000,38.154430,23642400
2021-06-02,38.639999,38.930000,38.540001,38.790001,38.441826,19629000
2021-06-03,38.759998,39.040001,38.630001,38.970001,38.620213,17376300
2021-06-04,39.049999,39.500000,39.020000,39.150002,38.798595,19375300
2021-06-07,39.080002,39.599998,38.970001,38.990002,38.640034,24110700
2021-06-08,39.070000,39.110001,38.480000,38.849998,38.501286,18880300
2021-06-09,39.000000,39.840000,38.980000,39.810001,39.452671,29824000
2021-06-10,39.900002,40.720001,39.889999,40.680000,40.314861,42613700
2021-06-11,40.660000,40.669998,39.950001,40.150002,39.789619,21386900
2021-06-14,40.029999,40.070000,39.380001,39.630001,39.274288,23408300
2021-06-15,39.709999,39.840000,39.389999,39.590000,39.234646,20206900
2021-06-16,39.619999,39.840000,39.279999,39.299999,38.947247,19177500
2021-06-17,39.270000,39.590000,39.070000,39.480000,39.125633,19580100
2021-06-18,39.299999,39.439999,38.700001,38.810001,38.461647,37775900
2021-06-21,38.880001,39.480000,38.880001,39.419998,39.066170,19488100
2021-06-22,39.410000,39.689999,39.259998,39.610001,39.254467,15975900
2021-06-23,39.630001,39.660000,38.980000,39.049999,38.699493,22025400
2021-06-24,39.139999,39.349998,39.080002,39.189999,38.838234,13436500
2021-06-25,39.119999,39.410000,38.889999,38.980000,38.630119,22774300
2021-06-28,39.009998,39.209999,38.900002,39.119999,38.768864,19225700
2021-06-29,39.130001,39.279999,38.980000,39.099998,38.749043,14516600
2021-06-30,39.139999,39.270000,38.820000,39.160000,38.808506,21248100
2021-07-01,39.169998,39.630001,39.110001,39.560001,39.204918,20035900
2021-07-02,39.459999,39.830002,39.380001,39.730000,39.373390,16592700
2021-07-06,39.480000,39.650002,39.040001,39.290001,38.937340,18931900
2021-07-07,39.220001,39.360001,38.970001,39.349998,38.996799,17665200
2021-07-08,39.000000,39.320000,38.930000,39.250000,38.897697,23021200
2021-07-09,39.529999,40.099998,39.459999,39.610001,39.254467,21578700
2021-07-12,39.660000,40.250000,39.599998,39.759998,39.403118,24513000
2021-07-13,39.770000,39.799999,39.529999,39.650002,39.294109,12222000
2021-07-14,39.720001,40.029999,39.660000,39.950001,39.591415,15888600
2021-07-15,39.950001,40.189999,39.860001,40.090000,39.730156,20250800
2021-07-16,40.139999,40.349998,39.930000,40.349998,39.987823,24270400
2021-07-19,40.070000,40.349998,39.680000,40.150002,39.789619,29818400
2021-07-20,40.250000,41.709999,40.200001,41.049999,40.681541,48804100
2021-07-21,41.240002,41.240002,40.520000,41.020000,40.651810,27530200
2021-07-22,41.119999,41.549999,40.900002,41.470001,41.097771,18913300
2021-07-23,41.459999,41.830002,41.419998,41.680000,41.305885,21609200
2021-07-26,41.619999,41.939999,41.389999,41.810001,41.434719,23720000
2021-07-27,41.820000,42.200001,41.580002,42.099998,41.722115,32544100
2021-07-28,42.349998,43.740002,42.250000,43.450001,43.060001,53822400
2021-07-29,43.230000,43.299999,42.619999,42.790001,42.790001,29015000
2021-07-30,42.880001,43.189999,42.689999,42.810001,42.810001,24753900
2021-08-02,43.299999,44.139999,43.250000,43.959999,43.959999,43066900
2021-08-03,44.169998,45.860001,44.070000,45.680000,45.680000,45643300
2021-08-04,45.349998,45.799999,45.009998,45.189999,45.189999,43391200
2021-08-05,45.000000,45.139999,44.700001,45.060001,45.060001,23505400
2021-08-06,45.090000,45.310001,44.630001,45.070000,45.070000,20396300
2021-08-09,45.110001,46.029999,45.110001,45.980000,45.980000,32374300
2021-08-10,46.200001,48.570000,45.889999,48.189999,48.189999,81189400
2021-08-11,47.779999,48.080002,46.259998,46.310001,46.310001,50878200
2021-08-12,46.500000,47.400002,46.340000,47.240002,47.240002,29676400
2021-08-13,47.410000,48.500000,47.320000,48.480000,48.480000,35341200
2021-08-16,48.230000,48.970001,47.509998,48.910000,48.910000,38045800
2021-08-17,48.779999,50.490002,48.709999,50.419998,50.419998,68817000
2021-08-18,50.230000,51.860001,49.169998,49.310001,49.310001,88598000
2021-08-19,48.500000,49.959999,48.259998,48.799999,48.799999,57741600
2021-08-20,48.980000,49.730000,48.660000,48.720001,48.720001,34257900
2021-08-23,50.290001,51.360001,49.599998,49.930000,49.930000,88652400
2021-08-24,49.740002,50.049999,48.240002,48.380001,48.380001,52624100
2021-08-25,48.040001,48.279999,46.930000,47.509998,47.509998,51036800
2021-08-26,47.700001,48.160000,47.299999,47.380001,47.380001,29029300
2021-08-27,47.369999,47.500000,46.529999,46.599998,46.599998,32874400
2021-08-30,46.200001,47.160000,46.160000,46.759998,46.759998,25774400
2021-08-31,46.720001,47.139999,45.930000,46.070000,46.070000,34547800
2021-09-01,46.189999,46.259998,45.419998,46.040001,46.040001,32900100
2021-09-02,46.480000,46.869999,46.130001,46.840000,46.840000,26106300
2021-09-03,46.900002,47.029999,46.340000,46.840000,46.840000,20817200
2021-09-07,46.990002,47.500000,46.540001,46.750000,46.750000,26236900
2021-09-08,46.509998,46.790001,46.250000,46.509998,46.509998,15839600
2021-09-09,46.470001,46.720001,45.849998,46.029999,46.029999,21695300
2021-09-10,46.270000,46.349998,45.509998,45.590000,45.590000,20783700
2021-09-13,45.740002,45.830002,44.200001,44.580002,44.580002,37086200
2021-09-14,44.669998,45.259998,44.549999,44.709999,44.709999,24100200
2021-09-15,44.560001,45.369999,44.470001,44.770000,44.770000,28674600
2021-09-16,44.880001,44.990002,44.029999,44.470001,44.470001,22424200
2021-09-17,44.169998,44.459999,43.310001,43.889999,43.889999,56370500
2021-09-20,43.389999,44.650002,43.389999,44.200001,44.200001,41873000
2021-09-21,44.250000,44.730000,43.849998,43.919998,43.919998,23645600
2021-09-22,43.990002,44.389999,43.830002,43.950001,43.950001,22616700
2021-09-23,44.279999,44.720001,44.150002,44.189999,44.189999,19719200
2021-09-24,44.070000,44.410000,43.810001,43.939999,43.939999,16150700
2021-09-27,43.919998,44.130001,43.509998,43.570000,43.570000,19955900
2021-09-28,43.070000,43.279999,42.430000,43.040001,43.040001,28512200
2021-09-29,43.220001,43.689999,43.080002,43.529999,43.529999,18037200
2021-09-30,43.790001,44.049999,42.970001,43.009998,43.009998,21103300
2021-10-01,42.520000,43.099998,41.700001,42.930000,42.930000,38483000
2021-10-04,42.930000,43.349998,42.209999,42.419998,42.419998,28906500
2021-10-05,42.529999,42.790001,42.279999,42.320000,42.320000,19342600
2021-10-06,42.060001,42.200001,41.689999,42.020000,42.020000,30483800
2021-10-07,42.520000,42.959999,42.209999,42.740002,42.740002,19778300
2021-10-08,42.730000,42.910000,42.340000,42.450001,42.450001,12770200
2021-10-11,42.450001,42.619999,42.009998,42.060001,42.060001,11984200
2021-10-12,42.160000,42.209999,41.660000,41.849998,41.849998,16222300
2021-10-13,41.750000,41.910000,40.939999,41.419998,41.419998,28205700
2021-10-14,41.560001,41.959999,41.520000,41.669998,41.669998,17590300
2021-10-15,41.900002,42.029999,41.380001,41.490002,41.490002,23530800
2021-10-18,41.450001,41.700001,41.040001,41.320000,41.320000,21733000
2021-10-19,41.599998,42.200001,41.540001,42.090000,42.090000,17159800
2021-10-20,42.119999,43.110001,42.099998,42.799999,42.799999,22788300
2021-10-21,43.060001,43.090000,42.430000,42.860001,42.860001,22142300
2021-10-22,42.820000,43.189999,42.630001,43.160000,43.160000,17175400
